1761418326944768|kk
1761483600725599|kk
1761483874620542|kk
1761484086312212|kk
1761484193662412|kk
1761484870872819|kk
1761486859368663|kk
176148686839795|kk
1761486878430275|the_nerdball
1761486899498615|kk
1761486907524298|kk
176148697775323|kk
1761487168377353|kk
1761488054270953|kk
1761490621653456|kk
176149093768580|kk
1761491427285919|kk
1761491543664550|kk
1761531910413383|kk
1761531984655565|kk
1761532194573739|kk
176153228386375|the_nerdball
1761540030162491|kk
1761570738137490|kk
1761572196130563|the_nerdball
176157270077640|the_nerdball
1761573518447412|the_nerdball
176157533839116|kk
1761575366482291|the_nerdball
1761576403869268|kk
1761576426944106|the_nerdball
1761576528277331|kk
1761576681776437|kk
1761576737959524|kk
1761580264477578|kk
1761580292568621|the_nerdball
0086cb07aa2f524deaf7722bf6a8f30e|kk\n1761584847675452|kk
1761584916900196|kk
1761585696448345|kk
1761585777712230|bot1
1761585856970386|the_nerdball
1761586292394867|bot2
